symbol,name,category,type,exchange
GAGRX,Aberdeen Dynamic Allocation Fun,N/A,Mutual Fund,NAS
ALGAX,Alger International Focus Fund,N/A,Mutual Fund,NAS
ISCRX,"AB Cap Fund, Inc. - AB Internat",N/A,Mutual Fund,NAS
ERAMX,Eaton Vance Multi-Asset Credit,N/A,Mutual Fund,NAS
JAAMX,James Alpha Multi-Strategy Alte,N/A,Mutual Fund,NAS
OWSIX,Old Westbury All Cap ESG Fund,N/A,Mutual Fund,NAS
MCNBX,Madison Conservative Allocation,N/A,Mutual Fund,NAS
AVTIX,AllianzGI Retirement 2040 Fund,N/A,Mutual Fund,NAS
FDFRX,Fidelity Advisor Freedom 2065 F,N/A,Mutual Fund,NAS
XRAIX,Brookfield Real Assets Income F,N/A,Mutual Fund,NAS
ABRRX,Invesco Balanced-Risk Allocatio,N/A,Mutual Fund,NAS
FIKYX,Fidelity Advisor Asset Manager,N/A,Mutual Fund,NAS
JRVAX,James Alpha Relative Value Port,N/A,Mutual Fund,NAS
GMWRX,GMO Global Asset Allocation Fun,N/A,Mutual Fund,NAS
JHARX,JHF II Multi-Asset Absolute Ret,N/A,Mutual Fund,NAS
FTASX,Fidelity Advisor Asset Manager,N/A,Mutual Fund,NAS
MBARX,MFS Arkansas Municipal Bond Fun,N/A,Mutual Fund,NAS
ASCIX,Angel Oak Strategic Credit Fund,N/A,Mutual Fund,NAS
XNUWX,Nuveen AMT-Free Municipal Value,N/A,Mutual Fund,NAS
ALFCX,Lord Abbett Securities Trust A,N/A,Mutual Fund,NAS
SMGSX,SEI Asset Allocation Trust Mark,N/A,Mutual Fund,NAS
LCDSX,Lord Abbett Emerging Market Cor,N/A,Mutual Fund,NAS
LCBQX,Lord Abbett Corporate Bond Fund,N/A,Mutual Fund,NAS
GRRAX,James Alpha Macro Portfolio Cl,N/A,Mutual Fund,NAS
IWGCX,Ivy Wilshire Global Allocation,N/A,Mutual Fund,NAS
BRPKX,LifePath Active 2050 Portfolio,N/A,Mutual Fund,NAS
SHOCX,American Beacon SiM High Yield,N/A,Mutual Fund,NAS
JAQNX,Janus Henderson Asia Equity Fun,N/A,Mutual Fund,NAS
GGUIX,Aberdeen Focused U.S. Equity Fu,N/A,Mutual Fund,NAS
DVRHX,MFS Global Alternative Strategy,N/A,Mutual Fund,NAS
CFAMX,"American Fds, Short-Term Bond F",N/A,Mutual Fund,NAS
FCCGX,Fidelity Advisor Small Cap Grow,N/A,Mutual Fund,NAS
AEMOX,AllianzGI Emerging Markets Oppo,N/A,Mutual Fund,NAS
DYGAX,Meeder Dynamic Allocation Fund,N/A,Mutual Fund,NAS
AGVDX,American Funds Global Insight F,N/A,Mutual Fund,NAS
BSGRX,BlackRock Advantage Small Cap G,N/A,Mutual Fund,NAS
BROCX,BlackRock Advantage Internation,N/A,Mutual Fund,NAS
XGERX,Goldman Sachs MLP and Energy Re,N/A,Mutual Fund,NAS
S4172.MC,AMMUS GESTI. SICAV S.A.,N/A,Mutual Fund,MCE
S0100.MC,"ACCIONES ALDARA GESTION,S.A. SI",N/A,Mutual Fund,MCE
EQAAX,AXS Aspect Core Diversified Str,N/A,Mutual Fund,NAS
RCOMP-3F.MX,SAM ASSET MANAGEMENT SA DE CV F,N/A,Mutual Fund,MEX
IMCNX,Ivy ProShares MSCI ACWI Index F,N/A,Mutual Fund,NAS
MMRIX,MainStay Moderate Allocation Fu,N/A,Mutual Fund,NAS
CGHIX,Crow Point Global Tactical Allo,N/A,Mutual Fund,NAS
PROF-BPA2.MX,PROFUTURO GNP SA DE CV AFORE FD,N/A,Mutual Fund,MEX
MAWCX,MainStay Epoch U.S. All Cap Fd,N/A,Mutual Fund,NAS
ETAFX,Carillon Cougar Tactical Alloca,N/A,Mutual Fund,NAS
ETRFX,Carillon Cougar Tactical Alloca,N/A,Mutual Fund,NAS
MBEAX,AMG Chicago Equity Partners Bal,N/A,Mutual Fund,NAS
QGRIX,Invesco Oppenheimer Global Allo,N/A,Mutual Fund,NAS
GUSFX,Victory RS Large Cap Alpha VIP,N/A,Mutual Fund,NAS
ATVIX,Athena Behavioral Tactical Fund,N/A,Mutual Fund,NAS
QUARX,"AB Cap Fund, Inc. - AB Small Ca",N/A,Mutual Fund,NAS
SSEIX,AMG SouthernSun U.S. Equity Fun,N/A,Mutual Fund,NAS
UTACX,Aquila Tax-Free Fund For Utah C,N/A,Mutual Fund,NAS
S1296.MC,"ACCIONES HOSIFE 2002,SICAV,S.A.",N/A,Mutual Fund,MCE
ABEIX,Aberdeen Intermediate Municipal,N/A,Mutual Fund,NAS
ACEYX,"AB Cap Fund, Inc.-AB All China",N/A,Mutual Fund,NAS
VLIIX,Value Line Capital Appreciation,N/A,Mutual Fund,NAS
CHKLX,BlackRock China A Opportunities,N/A,Mutual Fund,NAS
BIALX,Brown Advisory Global Leaders F,N/A,Mutual Fund,NAS
WFLWX,Wells Fargo Target 2040 Fund Ad,N/A,Mutual Fund,NAS
ANBCX,American Funds Strategic Bond F,N/A,Mutual Fund,NAS
FIKPX,Fidelity Advisor Government Inc,N/A,Mutual Fund,NAS
TGADX,"Templeton Growth Fund, Inc. - A",N/A,Mutual Fund,NAS
REDTX,American Fds 2025 Target Date R,N/A,Mutual Fund,NAS
DHTYX,Diamond Hill All Cap Select Fun,N/A,Mutual Fund,NAS
XCIIX,BlackRock Enhanced Capital and,N/A,Mutual Fund,NAS
ES0158976037.MC,"BANKIA SOY ASI CAUTO, UNIVERSAL",N/A,Mutual Fund,MCE
FIKMX,Fidelity Advisor Real Estate In,N/A,Mutual Fund,NAS
APDRX,Artisan Global Opportunities Fu,N/A,Mutual Fund,NAS
HFSAX,Hundredfold Select Alternative,N/A,Mutual Fund,NAS
AT0000825484.VI,KEPLER US Aktienfonds (A),N/A,Mutual Fund,VIE
3PDA.SG,Paladin Asset Management Invest,N/A,Mutual Fund,STU
JM5C.SG,HSBC GIF - Brazil Equity A,N/A,Mutual Fund,STU
AT0000A0NVC5.VI,IQAM SRI SparTrust M (AT),N/A,Mutual Fund,VIE
AT0000859418.VI,LLB Anleihen Schwellenl?nder (E,N/A,Mutual Fund,VIE
DI7F.SG,Allianz Fonds Japan,N/A,Mutual Fund,STU
AT0000809249.VI,Allianz Invest Konservativ (T),N/A,Mutual Fund,VIE
AT0000A17Z45.VI,LLB Anleihen Strategie CEEMENA,N/A,Mutual Fund,VIE
AT0000A1Z3E0.VI,C-QUADRAT ARTS Total Return Bon,N/A,Mutual Fund,VIE
AT0000825435.VI,C-QUADRAT ACTIVE Dynamic T,N/A,Mutual Fund,VIE
AT0000739248.VI,Allianz Invest Osteuropafonds (,N/A,Mutual Fund,VIE
LPJB.SG,LUPUS ALPHA SMALL EU CHAMP-A,N/A,Mutual Fund,STU
CFPN.SG,DNB Fund - Renewable Energy- A,N/A,Mutual Fund,STU
AT0000810650.VI,ARIQON Wachstum,N/A,Mutual Fund,VIE
HJVE.SG,Allianz Adiverba,N/A,Mutual Fund,STU
DI7S.SG,Allianz Vermoegensbildung Europ,N/A,Mutual Fund,STU
UEFZ.SG,UBS ETF-SBI Foreign AAA-BBB 5-1,N/A,Mutual Fund,STU
18MP.SG,AMUNDI ETF MSCI WORLD EX EMU UC,N/A,Mutual Fund,STU
AT0000A0LGZ1.VI,Apollo 2 Global Bond (A2) (A),N/A,Mutual Fund,VIE
AT0000764162.VI,Raiffeisen-Pazifik-Aktien (R) T,N/A,Mutual Fund,VIE
AT0000743794.VI,Gutmann Investor Aktien Global,N/A,Mutual Fund,VIE
AT0000A1H682.VI,C-QUADRAT ARTS Best Momentum (P,N/A,Mutual Fund,VIE
AT0000820097.VI,Klassik Invest Aktien (R) (T),N/A,Mutual Fund,VIE
JM5U.SG,HSBC GIF - Chinese Equity A,N/A,Mutual Fund,STU
FK8V.SG,Deka Aktienfonds RheinEdition o,N/A,Mutual Fund,STU
FAEU.SG,Invesco US High Yield Fallen An,N/A,Mutual Fund,STU
TESQ.SG,Franklin Templeton - Latin Amer,N/A,Mutual Fund,STU
AZHI.SG,ALLIANZ INDONESIA EQUITY-AUSD,N/A,Mutual Fund,STU
ZPRG.SG,SPDR S&P Global Dividend Aristo,N/A,Mutual Fund,STU
6AQQ.SG,AMUNDI ETF NASDAQ - 100 UCITS E,N/A,Mutual Fund,STU
XB4A.SG,Xtrackers ATX UCITS ETF,N/A,Mutual Fund,STU
ERDN.SG,BGF - World Energy Fund- A,N/A,Mutual Fund,STU
AEF9.SG,Aberdeen Glbl-Em.Mkts Sm.Co.Fd,N/A,Mutual Fund,STU
GQHG.SG,NESTOR Australien Fonds,N/A,Mutual Fund,STU
ABD2.SG,Aberdeen Global - Asia Pacific,N/A,Mutual Fund,STU
HG4X.SG,Amundi German Equity der Pionee,N/A,Mutual Fund,STU
GNAW.SG,Amundi-Bond Global Aggregate Na,N/A,Mutual Fund,STU
JPJ1.SG,JPM - US Value A,N/A,Mutual Fund,STU
DJFG.SG,Allianz-dit Value Global A,N/A,Mutual Fund,STU
GAF4.SG,GAM STAR-CHINA EQ-USD ACC,N/A,Mutual Fund,STU
AT0000A1TXC6.VI,Klassik Wachstum (A),N/A,Mutual Fund,VIE
AT0000A1W5G3.VI,VM Aktien Nordamerika,N/A,Mutual Fund,VIE
LWCR.SG,AMUNDI ETF MSCI WORLD LOW CARBO,N/A,Mutual Fund,STU
AT0000A0EN46.VI,E 5 Segment A,N/A,Mutual Fund,VIE
AT0000A0K258.VI,C-QUADRAT Active PLUS VTIA,N/A,Mutual Fund,VIE
LLAM.SG,Lyxor MSCI EM Latin America UCI,N/A,Mutual Fund,STU
OD6Q.SG,G&W - TREND ALLOCATION - FONDSI,N/A,Mutual Fund,STU
LU2037748345.SG,AMUNDI SMART CITY UCITS ETF,N/A,Mutual Fund,STU
CEBL.SG,iShares MSCI EM Asia UCITS ETF,N/A,Mutual Fund,STU
JPJP.SG,JPM - China Fund A,N/A,Mutual Fund,STU
AT0000859582.VI,Raiffeisen-Global-Rent (R) A,N/A,Mutual Fund,VIE
TRDVX,Trend Aggregation Dividend And,N/A,Mutual Fund,NAS
ADA113.MI,AMAGIS DYNAMIC ALLOC TOT RET FU,N/A,Mutual Fund,MIL
ASNGF.AS,ASN GROENPROJECTEN,N/A,Mutual Fund,AMS
ASN5.AS,ASNU SMALL MIDCAPF,N/A,Mutual Fund,AMS
QFARE.MI,QF AMUNDI RE EUROPA,N/A,Mutual Fund,MIL
NMMAO.MI,NEW MILLEN MULTI ASSET OPPORTUN,N/A,Mutual Fund,MIL
AZT6569I.MX,SIEFORE AZTECA BAS 65 69 SA CV,N/A,Mutual Fund,MEX
ACOP804A2.MX,AFORE COPPEL SA DE CV SIEFORE C,N/A,Mutual Fund,MEX
ACOP704B2.MX,AFORE COPPEL SA DE CV SIEFORE C,N/A,Mutual Fund,MEX
AT0000A19X86.VI,HYPO VORARLBERG MULTI ASSET GLO,N/A,Mutual Fund,VIE
AT0000A0HJC2.VI,Allianz Invest Portfolio Blue (,N/A,Mutual Fund,VIE
AT0000A1LK64.VI,LLB Aktien Global - A,N/A,Mutual Fund,VIE
IQQN.SG,iShares MSCI North America UCIT,N/A,Mutual Fund,STU
3SP5.SG,STARCAPITAL STARS OFFENSIV-A,N/A,Mutual Fund,STU
GIUD.SG,terrAssisi Aktien I AMI,N/A,Mutual Fund,STU
SRVH.SG,Schroder ISF - Emerging Asia B,N/A,Mutual Fund,STU
AT0000809256.VI,Allianz Invest Klassisch (T),N/A,Mutual Fund,VIE
DED7.SG,DekaLuxTeam-Aktien Asien,N/A,Mutual Fund,STU
XAYL.SG,AB GLOBAL VALUE PT -AUSD,N/A,Mutual Fund,STU
AUM5.SG,AMUNDI S&P 500 UCITS ETF CLASS,N/A,Mutual Fund,STU
MI9Y.SG,BGF - Pacific Equity Fund-A,N/A,Mutual Fund,STU
6PSS.SG,First Trust UK AlphaDEX UCITS E,N/A,Mutual Fund,STU
FPGK.SG,Fidelity Funds - Australia Fund,N/A,Mutual Fund,STU
JM5K.SG,HSBC GIF - Brazil Equity A,N/A,Mutual Fund,STU
JYJA.SG,JPM - Europe Strategic Growth A,N/A,Mutual Fund,STU
540G.SG,AMUNDI ETF MSCI EASTERN EUROPE,N/A,Mutual Fund,STU
WYF2.SG,PRIMA - Global Challenges A,N/A,Mutual Fund,STU
AT0000654660.VI,FarSighted Global PortFolio (A),N/A,Mutual Fund,VIE
NDJE.SG,Nordea 1 North American Value B,N/A,Mutual Fund,STU
MI97.SG,BGF - World Mining Fund- A,N/A,Mutual Fund,STU
540J.SG,AMUNDI MSCI Switzerland UCITS E,N/A,Mutual Fund,STU
WYD8.SG,Vontobel-Swiss Money Actions No,N/A,Mutual Fund,STU
XED2.SG,AXA - Aedificandi,N/A,Mutual Fund,STU
IUGX.SG,Invesco - India Equity Fund A,N/A,Mutual Fund,STU
DBX2.SG,Xtrackers MSCI EM Asia Swap UCI,N/A,Mutual Fund,STU
F7H4.SG,FIRST STATE GBL EM-A-ACC,N/A,Mutual Fund,STU
IE00BK5BQT80.SG,Vanguard FTSE All-World USD,N/A,Mutual Fund,STU
DZ7G.SG,DWS - Gottlieb Daimler Aktienfo,N/A,Mutual Fund,STU
AEF8.SG,Aberdeen Global - Asia Pacific,N/A,Mutual Fund,STU
MI9C.SG,BGF - World Gold Fund- A,N/A,Mutual Fund,STU
FH4D.SG,AXA WF - Framlington Euro Relat,N/A,Mutual Fund,STU
DE5A.SG,Amundi Gov Bd Highest Rtd EuroM,N/A,Mutual Fund,STU
GFEA.SG,VanEck Vectors Global Fallen An,N/A,Mutual Fund,STU
HV8A.SG,Schroder ISF - Italian Equity A,N/A,Mutual Fund,STU
JYJT.SG,JPM - China Fund A,N/A,Mutual Fund,STU
RKC1.SG,Raiffeisen-EmergingMkts-Aktien,N/A,Mutual Fund,STU
MI9Z.SG,BGF - World Financials Fund- A,N/A,Mutual Fund,STU
S4WA.SG,SKAG WELTINVEST AKTIEN,N/A,Mutual Fund,STU
VGWD.SG,VANGUARD FTSE ALL WRLD HI DV,N/A,Mutual Fund,STU
ERDP.SG,BGF - Latin American Fund- A,N/A,Mutual Fund,STU
SOIF.SG,UBAM - Europe Equity AC,N/A,Mutual Fund,STU
LGQM.SG,LYXOR Pan Africa UCITS ETF - C-,N/A,Mutual Fund,STU
JM59.SG,HSBC GIF - Indian Equity A,N/A,Mutual Fund,STU
IH54.SG,JPM - Europe Select Equity A,N/A,Mutual Fund,STU
ZJP2.SG,Schroder ISF Asian Opportunitie,N/A,Mutual Fund,STU
UQ2L.SG,Allianz Emerging Asia,N/A,Mutual Fund,STU
IE00BJ5CNR11.SG,Goldman Sachs Active Beta US La,N/A,Mutual Fund,STU
LQ7A.SG,KF LK DEUTSCHER AKTIV,N/A,Mutual Fund,STU
XAFTX,Apollo Senior Floating Rate Fun,N/A,Mutual Fund,NAS
SUHIX,DWS Health and Wellness Fund -,N/A,Mutual Fund,NAS
INB7074A1.MX,AFORE INBURSA SA DE CV INBURSA,N/A,Mutual Fund,MEX
INVER80I.MX,AFORE INVERCAP SA DE CV SIEFORE,N/A,Mutual Fund,MEX
AAA.AS,AP ALTERNAT ASSETS,N/A,Mutual Fund,AMS
GBMAGRA.MX,GBM ADMINISTRADORA DE ACTV SA D,N/A,Mutual Fund,MEX
ACAEUO.MI,ACOMEA EUROBBLIGAZIONARIO CLASS,N/A,Mutual Fund,MIL
AWGIX,CIBC Atlas All Cap Growth Fund,N/A,Mutual Fund,NAS
CPVCX,Aberdeen International Small Ca,N/A,Mutual Fund,NAS
EGALX,Aberdeen International Real Est,N/A,Mutual Fund,NAS
DCAYX,BNY Mellon California AMT-Free,N/A,Mutual Fund,NAS
DRNIX,BNY Mellon Alternative Diversif,N/A,Mutual Fund,NAS
GBMPATA.MX,GBM ADMINISTRADORA DE ACTV SA D,N/A,Mutual Fund,MEX
QMGAX,Invesco Advantage International,N/A,Mutual Fund,NAS
QEMAX,Pear Tree Axiom Emerging Market,N/A,Mutual Fund,NAS
ELITE-MB3.MX,SAM ASSET MANAGEMENT SA DE CV F,N/A,Mutual Fund,MEX
ST&ER1GB3.MX,SAM ASSET MANAGEMENT SA DE CV F,N/A,Mutual Fund,MEX
GBMUSDBM.MX,GBM ADMINISTRADORA DE ACTV SA D,N/A,Mutual Fund,MEX
ACAAPA.MI,ACOMEA ASIA PACIFICO CLASSE Q2,N/A,Mutual Fund,MIL
GBMDOLBM.MX,GBM ADMINISTRADORA DE ACTV SA D,N/A,Mutual Fund,MEX
TEMGBIABE2.MX,FRANKLIN TEMPLETON ASSET MGMT T,N/A,Mutual Fund,MEX
RCOMP-5B1.MX,SAM ASSET MANAGEMENT SA DE CV F,N/A,Mutual Fund,MEX
FT-GLOBBF2.MX,FRANKLIN TEMPLETON ASSET MGMT F,N/A,Mutual Fund,MEX
HSBC-F4BFP.MX,HSBC GLOBAL ASSET MANAGEMENT (M,N/A,Mutual Fund,MEX
GBM105A.MX,GBM 105 SA de CV F.I.R.V. A,N/A,Mutual Fund,MEX
WABMAX,CIT: AB Multi-Mgr Retirement Al,N/A,Mutual Fund,NAS
SURUSDA.MX,SURA USD SA de CV S.I.R.V. A,N/A,Mutual Fund,MEX
WTLRAX,CIT: flexPATH Index Aggressive,N/A,Mutual Fund,NAS
S2659.MC,"ACCIONES SAINT RANDY,SICAV,S.A.",N/A,Mutual Fund,MCE
WTIWPX,CIT: IndexSelect Aggressive Ret,N/A,Mutual Fund,NAS
GBMAAABX.MX,GBM ADMINISTRADORA DE ACTV SA D,N/A,Mutual Fund,MEX
S3866.MC,ALOL CAPITAL SICAV S.A.,N/A,Mutual Fund,MCE
TVIX,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
DIA,SPDR Dow Jones Industrial Avera,N/A,ETF,PCX
ARKK,ARK Innovation ETF,N/A,ETF,PCX
ARKW,ARK Web x.0 ETF,N/A,ETF,PCX
VIG,Vanguard Div Appreciation ETF,N/A,ETF,PCX
DFEN,Direxion Daily Aerospace & Defe,N/A,ETF,PCX
REML,Credit Suisse AG Credit Suisse,N/A,ETF,PCX
MJ,ETFMG Alternative Harvest ETF,N/A,ETF,PCX
ARKG,ARK Genomic Revolution Multi-Se,N/A,ETF,BTS
AGG,iShares Core U.S. Aggregate Bon,N/A,ETF,PCX
BOTZ,Global X Robotics & Artificial,N/A,ETF,NGM
AMLP,Alerian MLP ETF,N/A,ETF,PCX
ITA,iShares U.S. Aerospace & Defens,N/A,ETF,BTS
ARKF,ARK Fintech Innovation ETF,N/A,ETF,PCX
USLV,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
NOBL,ProShares S&P 500 Dividend Aris,N/A,ETF,BTS
ARKQ,ARK Industrial Innovation ETF,N/A,ETF,BTS
VEU,Vanguard FTSE All World Ex US E,N/A,ETF,PCX
USOI,Credit Suisse AG - Credit Suiss,N/A,ETF,NGM
IBUY,Amplify Online Retail ETF,N/A,ETF,NGM
ESPO,VanEck Vectors Video Gaming and,N/A,ETF,NGM
SGOL,Aberdeen Standard Physical Swis,N/A,ETF,PCX
UGLD,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
XAR,SPDR S&P Aerospace & Defense ET,N/A,ETF,PCX
EMQQ,Emerging Markets Internet and E,N/A,ETF,PCX
DWSH,AdvisorShares Dorsey Wright Sho,N/A,ETF,NGM
DBA,Invesco DB Agriculture Fund,N/A,ETF,PCX
MINT,PIMCO Enhanced Short Maturity A,N/A,ETF,PCX
SWAN,Amplify ETF Trust Amplify Black,N/A,ETF,PCX
PALL,Aberdeen Standard Physical Pall,N/A,ETF,PCX
ACWI,iShares MSCI ACWI Index Fund,N/A,ETF,NGM
PEJ,Invesco Dynamic Leisure and Ent,N/A,ETF,PCX
ANGL,VanEck Vectors Fallen Angel Hig,N/A,ETF,NGM
SIVR,Aberdeen Standard Physical Silv,N/A,ETF,PCX
DRIV,Global X Autonomous & Electric,N/A,ETF,NGM
PPLT,Aberdeen Standard Physical Plat,N/A,ETF,PCX
PPA,Invesco Aerospace & Defense ETF,N/A,ETF,PCX
KURE,KraneShares MSCI All China Heal,N/A,ETF,PCX
GOAU,US Global GO Gold and Precious,N/A,ETF,PCX
BOND,PIMCO Active Bond Exchange-Trad,N/A,ETF,PCX
SCHZ,Schwab US Aggregate Bond ETF,N/A,ETF,PCX
UBOT,"Direxion Daily Robotics, Artifi",N/A,ETF,PCX
IRBO,iShares Robotics and Artificial,N/A,ETF,PCX
BLOK,Amplify Transformational Data S,N/A,ETF,PCX
BTAL,AGFiQ U.S. Market Neutral Anti-,N/A,ETF,PCX
LBJ,Direxion Daily Latin America 3x,N/A,ETF,PCX
ACES,ALPS Clean Energy ETF,N/A,ETF,BTS
IYT,iShares Transportation AverageE,N/A,ETF,BTS
SBIO,ALPS Medical Breakthroughs ETF,N/A,ETF,PCX
KARS,KraneShares Electric Vehicles a,N/A,ETF,PCX
ILF,iShares Latin America 40 ETF,N/A,ETF,PCX
ZIV,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
MDIV,First Trust Multi-Asset Diversi,N/A,ETF,NGM
VSS,Vanguard FTSE All-Wld ex-US SmC,N/A,ETF,PCX
AOK,iShares Core Conservative Alloc,N/A,ETF,PCX
AOR,iShares Core Growth Allocation,N/A,ETF,PCX
EWA,iShares MSCI Australia Index Fu,N/A,ETF,PCX
VIIX,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
AOM,iShares Core Moderate Allocatio,N/A,ETF,PCX
SGDJ,ALPS ETF Trust Sprott Junior Go,N/A,ETF,PCX
VCN.TO,VANGUARD FTSE CANADA ALL CAP ID,N/A,ETF,TOR
FBT,First Trust Amex Biotech Index,N/A,ETF,PCX
AIQ,Global X Future Analytics Tech,N/A,ETF,NGM
AOA,iShares Core Aggressive Allocat,N/A,ETF,PCX
SDOG,ALPS Sector Dividend Dogs ETF,N/A,ETF,PCX
GLTR,Aberdeen Standard Physical Prec,N/A,ETF,PCX
MOO,VanEck Vectors Agribusiness ETF,N/A,ETF,PCX
FXL,First Trust Technology AlphaDEX,N/A,ETF,PCX
IWDA.AS,ISHARES MSCI WOR A,N/A,ETF,AMS
IZRL,ARK Israel Innovative Technolog,N/A,ETF,BTS
AIEQ,AI Powered Equity ETF,N/A,ETF,PCX
GLDI,Credit Suisse AG - Credit Suiss,N/A,ETF,NGM
EZA,iShares MSCI South Africa Index,N/A,ETF,PCX
XBUY,Amplify International Online Re,N/A,ETF,PCX
BDCS,UBS AG Exchange Traded Access S,N/A,ETF,PCX
MOM,AGFiQ U.S. Market Neutral Momen,N/A,ETF,PCX
DJD,Invesco Dow Jones Industrial Av,N/A,ETF,PCX
QLTA,iShares Aaa A Rated Corporate B,N/A,ETF,PCX
SPAB,SPDR Portfolio Aggregate Bond E,N/A,ETF,PCX
AAXJ,iShares MSCI All Country Asia e,N/A,ETF,NGM
VEQT.TO,VANGUARD ALL EQUITY ETF PORTFOL,N/A,ETF,TOR
ZAG.TO,BMO AGGREGATE BOND INDEX ETF,N/A,ETF,TOR
DSLV,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
DTEC,ALPS ETF Trust ALPS Disruptive,N/A,ETF,BTS
FALN,iShares Fallen Angels USD Bond,N/A,ETF,NGM
CVY,Invesco Zacks Multi-Asset Incom,N/A,ETF,PCX
BATT,Amplify Advanced Battery Metals,N/A,ETF,PCX
ACWX,iShares MSCI ACWI ex US Index F,N/A,ETF,NGM
ROBT,First Trust Nasdaq Artificial I,N/A,ETF,NGM
DGLD,Credit Suisse AG - VelocityShar,N/A,ETF,NGM
PZA,Invesco National AMT-Free Munic,N/A,ETF,PCX
VWRL.AS,VANGUARD FTSE AW,N/A,ETF,AMS
KBA,KraneShares Bosera MSCI China A,N/A,ETF,PCX
IGN,iShares North American Tech-Mul,N/A,ETF,PCX
ALTY,Global X SuperDividend Alternat,N/A,ETF,NGM
DRSK,Aptus Defined Risk ETF,N/A,ETF,BTS
XAW.TO,ISHARES CORE MSCI ALL CNTRY EX,N/A,ETF,TOR
CARZ,First Trust NASDAQ Global Auto,N/A,ETF,NGM
SLVO,Credit Suisse AG - Credit Suiss,N/A,ETF,NGM
CN,Xtrackers MSCI All China Equity,N/A,ETF,PCX
PKW,Invesco BuyBack Achievers ETF,N/A,ETF,NGM
VEGI,iShares MSCI Agriculture Produc,N/A,ETF,PCX
GIGB,Goldman Sachs Access Investment,N/A,ETF,PCX
ACT,AdvisorShares Vice ETF,N/A,ETF,NGM
EMLP,First Trust North American Ener,N/A,ETF,PCX
RDVY,First Trust Rising Dividend Ach,N/A,ETF,NGM
IGE,iShares North American Natural,N/A,ETF,BTS
AIA,iShares Asia 50 ETF,N/A,ETF,NGM
CHAU,Direxion Daily CSI 300 China A,N/A,ETF,PCX
GSLC,Goldman Sachs ActiveBeta U.S. L,N/A,ETF,PCX
FXO,First Trust Financials AlphaDEX,N/A,ETF,PCX
FXA,Invesco CurrencyShares Australi,N/A,ETF,PCX
IYLD,iShares Morningstar Multi-Asset,N/A,ETF,BTS
GMF,SPDR S&P Emerging Asia Pacific,N/A,ETF,PCX
RJA,AB Svensk Ekportkredit (Swedish,N/A,ETF,PCX
COM,Direxion Auspice Broad Commodit,N/A,ETF,PCX
VAB.TO,VANGUARD CDN AGGREGATE BOND IND,N/A,ETF,TOR
G3B.SI,Nikko AM STI ETF,N/A,ETF,SES
AFK,VanEck Vectors-Africa Index ETF,N/A,ETF,PCX
GYLD,Arrow Dow Jones Global Yield ET,N/A,ETF,PCX
BCI,Aberdeen Standard Bloomberg All,N/A,ETF,PCX
ARGT,Global X MSCI Argentina ETF,N/A,ETF,PCX
CRBN,iShares MSCI ACWI Low Carbon Ta,N/A,ETF,PCX
IAGG,iShares International Aggregate,N/A,ETF,BTS
CHAD,Direxion Daily CSI 300 China A,N/A,ETF,PCX
FTC,First Trust Large Cap Growth Al,N/A,ETF,NGM
AGZ,iShares Agency Bond ETF,N/A,ETF,PCX
PSR,Invesco Active U.S. Real Estate,N/A,ETF,PCX
PFM,Invesco Dividend Achievers ETF,N/A,ETF,NGM
FXH,First Trust Health Care AlphaDE,N/A,ETF,PCX
DVYA,iShares Asia / Pacific Dividend,N/A,ETF,PCX
ITM,VanEck Vectors AMT-Free Interme,N/A,ETF,BTS
LDUR,PIMCO Enhanced Low Duration Act,N/A,ETF,PCX
SPDV,AAM S&P 500 High Dividend Value,N/A,ETF,PCX
DIVO,Amplify CWP Enhanced Dividend I,N/A,ETF,PCX
FXD,First Trust Cons. Discret. Alph,N/A,ETF,PCX
FXU,First Trust Utilities AlphaDEX,N/A,ETF,PCX
QABA,First Trust NASDAQ ABA Communit,N/A,ETF,NGM
EEMA,iShares MSCI Emerging Markets A,N/A,ETF,NGM
VIU.TO,VANGUARD FTSE DEV ALL CAP NA ID,N/A,ETF,TOR
MNA,IQ Merger Arbitrage ETF,N/A,ETF,PCX
CNYA,iShares MSCI China A ETF,N/A,ETF,BTS
1328.T,NOMURA ASSET MANAGEMENT GOLD-PR,N/A,ETF,JPX
FXN,First Trust Energy AlphaDEX Fun,N/A,ETF,PCX
GRU,AB Svensk Ekportkredit (Swedish,N/A,ETF,PCX
CWI,SPDR MSCI ACWI ex-US ETF,N/A,ETF,PCX
CWS,AdvisorShares Focused Equity ET,N/A,ETF,PCX
IDOG,ALPS International Sector Divid,N/A,ETF,PCX
IEME,iShares Evolved U.S. Media and,N/A,ETF,BTS
GBIL,Goldman Sachs Access Treasury 0,N/A,ETF,PCX
GBUY,Goldman Sachs Motif New Age Con,N/A,ETF,PCX
FXG,First Trust Cons. Staples Alpha,N/A,ETF,PCX
MLPI,UBS AG ETN,N/A,ETF,PCX
ASEA,Global X FTSE Southeast Asia ET,N/A,ETF,PCX
