symbol,name,category,type,exchange
ASBAX,"American Fds, Short-Term Bond F",N/A,Mutual Fund,NAS
PGGAX,American Funds Global Growth Po,N/A,Mutual Fund,NAS
FEXPX,Fidelity Export and Multination,N/A,Mutual Fund,NAS
AADEX,American Beacon Large Cap Value,N/A,Mutual Fund,NAS
LADVX,Lord Abbett Developing Growth F,N/A,Mutual Fund,NAS
BACAX,"BlackRock Fds, All-Cap Energy &",N/A,Mutual Fund,NAS
FTHCX,Fidelity Advisor Series VII: F,N/A,Mutual Fund,NAS
LGMAX,Loomis Sayles Global Allocation,N/A,Mutual Fund,NAS
QCGRIX,CREF Growth Account - R3,N/A,Mutual Fund,NAS
FFANX,Fidelity Asset Manager 40%,N/A,Mutual Fund,NAS
DJFH.SG,Allianz Thesaurus,N/A,Mutual Fund,STU
SLASX,Selected American Shares Inc. C,N/A,Mutual Fund,NAS
LGLCX,Lord Abbett Growth Leaders Fd C,N/A,Mutual Fund,NAS
LUBFX,Lord Abbett Ultra Short Bond Fu,N/A,Mutual Fund,NAS
RIDGX,"The Income Fund of America, Cla",N/A,Mutual Fund,NAS
JHNBX,John Hancock Bond Fund Class A,N/A,Mutual Fund,NAS
NRIAX,Nuveen Real Asset Income Fd Cl,N/A,Mutual Fund,NAS
ASPZX,"The Alger Fds II, Alger Spectra",N/A,Mutual Fund,NAS
FASGX,Fidelity Asset Manager 70%,N/A,Mutual Fund,NAS
CGAFX,Calvert Green Bond Fund Class A,N/A,Mutual Fund,NAS
MEASX,Matthews Emerging Asia Fund Inv,N/A,Mutual Fund,NAS
SEMDX,Western Asset Emerging Market,N/A,Mutual Fund,NAS
MAFRX,Pioneer Multi-Asset Ultrashort,N/A,Mutual Fund,NAS
MAPOX,Mairs And Power Balance Fund,N/A,Mutual Fund,NAS
FDAFX,Fidelity Advisor Freedom 2020 C,N/A,Mutual Fund,NAS
HYMAX,Lord Abbett High Yield Municipa,N/A,Mutual Fund,NAS
CARRX,Columbia Adaptive Risk Allocati,N/A,Mutual Fund,NAS
AVEFX,Ave Maria Bond Fund Class R,N/A,Mutual Fund,NAS
LFRAX,"Lord Abbett Inv Tr, Lord Abbett",N/A,Mutual Fund,NAS
QCSTPX,CREF Stock Account - R2,N/A,Mutual Fund,NAS
NWJCX,Nationwide Ziegler NYSE Arca Te,N/A,Mutual Fund,NAS
WAPAX,Western Asset Core Plus Bond Fu,N/A,Mutual Fund,NAS
FDSSX,Fidelity Stock Selector All Cap,N/A,Mutual Fund,NAS
AAGTX,American Fds 2040 Target Date R,N/A,Mutual Fund,NAS
JVAAX,JPMorgan Value Advantage Class,N/A,Mutual Fund,NAS
RDMIX,Rational/ReSolve Adaptive Asset,N/A,Mutual Fund,NAS
FAMRX,Fidelity Asset Manager 85%,N/A,Mutual Fund,NAS
PRTNX,PIMCO Real Return Fund Class A,N/A,Mutual Fund,NAS
ACINX,Columbia Acorn International Cl,N/A,Mutual Fund,NAS
QCSTRX,CREF Stock Account - R1,N/A,Mutual Fund,NAS
ANOIX,American Century Small Cap Grow,N/A,Mutual Fund,NAS
FWGIX,Capital World Growth and Income,N/A,Mutual Fund,NAS
BFCFX,American Funds Corporate Bond F,N/A,Mutual Fund,NAS
RFTTX,American Funds 2010 Target Date,N/A,Mutual Fund,NAS
BIAGX,Brown Advisory Growth Equity Fd,N/A,Mutual Fund,NAS
FDSTX,AIG Focused Dividend Strategy F,N/A,Mutual Fund,NAS
EPGAX,Fidelity Advisor Series I: Fid,N/A,Mutual Fund,NAS
BGNMX,American Century Ginnie Mae Inv,N/A,Mutual Fund,NAS
PSPTX,PIMCO StocksPLUS Absolute Retur,N/A,Mutual Fund,NAS
HCKAX,The Hartford Checks and Balance,N/A,Mutual Fund,NAS
ALTFX,AB Sustainable Global Thematic,N/A,Mutual Fund,NAS
BFCAX,American Funds Corporate Bond F,N/A,Mutual Fund,NAS
FNITX,Fidelity Advisor New Insights F,N/A,Mutual Fund,NAS
FBTIX,Fidelity Advisor Biotechnology,N/A,Mutual Fund,NAS
ASMMX,Invesco Summit Fund Class A,N/A,Mutual Fund,NAS
QUAIX,"AB Cap Fund, Inc. - AB Small Ca",N/A,Mutual Fund,NAS
RGAFX,The Growth Fund of America Clas,N/A,Mutual Fund,NAS
FBTCX,Fidelity Advisor Biotechnology,N/A,Mutual Fund,NAS
AMCFX,"AMCAP Fund, Class F-2 Shares",N/A,Mutual Fund,NAS
PRIVX,Sharespost 100 Fund - Class A,N/A,Mutual Fund,NAS
AACTX,American Fds 2020 Target Date R,N/A,Mutual Fund,NAS
KTCAX,DWS Science and Technology Fund,N/A,Mutual Fund,NAS
PIAFX,Invesco Multi Asset Income Fund,N/A,Mutual Fund,NAS
AVOLX,Arin Large Cap Theta Fund Insti,N/A,Mutual Fund,NAS
PPVAX,American Funds Preservation Por,N/A,Mutual Fund,NAS
SSFEX,State Street Aggregate Bond Ind,N/A,Mutual Fund,NAS
MI9V.SG,BGF - World Technology Fund- A,N/A,Mutual Fund,STU
FCSAX,Strategic Advisers Core Fund,N/A,Mutual Fund,NAS
IFACX,"The Income Fund of America, Cla",N/A,Mutual Fund,NAS
ADVDX,Aberdeen Dynamic Dividend Fund,N/A,Mutual Fund,NAS
FDSAX,AIG Focused Dividend Strategy F,N/A,Mutual Fund,NAS
HFMCX,Hartford MidCap Fund Class A,N/A,Mutual Fund,NAS
PAGNX,PIMCO GNMA and Government Secur,N/A,Mutual Fund,NAS
LBDFX,Lord Abbett Bond-Debenture Fd I,N/A,Mutual Fund,NAS
MSFBX,MSIF Global Franchise Class A,N/A,Mutual Fund,NAS
FIWGX,Strategic Advisers Fidelity Cor,N/A,Mutual Fund,NAS
AQMIX,AQR Managed Futures Strategy Fu,N/A,Mutual Fund,NAS
LADFX,Lord Abbett Developing Growth F,N/A,Mutual Fund,NAS
VLAIX,Value Line Asset Allocation Fun,N/A,Mutual Fund,NAS
WFBIX,iShares U.S. Aggregate Bond Ind,N/A,Mutual Fund,NAS
NRIIX,Nuveen Real Asset Income Fd Cl,N/A,Mutual Fund,NAS
IAUTX,Invesco Dividend Income Fd Cl A,N/A,Mutual Fund,NAS
UFPIX,UltraShort Latin America ProFun,N/A,Mutual Fund,NAS
VALUX,Al Frank Fund Investor Class,N/A,Mutual Fund,NAS
VFSAX,Vanguard FTSE All-World ex-US S,N/A,Mutual Fund,NAS
AOFIX,Alger Small Cap Focus Fund Clas,N/A,Mutual Fund,NAS
LAGWX,Lord Abbett Developing Growth F,N/A,Mutual Fund,NAS
LARCX,"Lord Abbett Inv Tr, Lord Abbett",N/A,Mutual Fund,NAS
AEUDX,American Century Equity Income,N/A,Mutual Fund,NAS
TSCIX,AMG TimesSquare Small Cap Growt,N/A,Mutual Fund,NAS
AAHTX,American Fds 2045 Target Date R,N/A,Mutual Fund,NAS
ALCKX,"AB Large Cap Growth Fund, Inc.",N/A,Mutual Fund,NAS
SLADX,Selected American Shares Inc. C,N/A,Mutual Fund,NAS
IATAX,Ivy Accumulative Fund Class A,N/A,Mutual Fund,NAS
ANAZX,"AB Global Bond Fund, Inc. - Cla",N/A,Mutual Fund,NAS
WFILX,Wells Fargo Index Fund Cl A,N/A,Mutual Fund,NAS
WCEAX,Ivy Core Equity Fund Class A,N/A,Mutual Fund,NAS
TDDAX,"AB Cap Fund, Inc. - AB Multi-Ma",N/A,Mutual Fund,NAS
VSCAX,Invesco Small Cap Value Fd Cl A,N/A,Mutual Fund,NAS
RSIFX,Victory RS Science and Technolo,N/A,Mutual Fund,NAS
MSCFX,Mairs and Power Small Cap Fd,N/A,Mutual Fund,NAS
FRUAX,Franklin Utilities Fund Advisor,N/A,Mutual Fund,NAS
DDVAX,Delaware Value Fd Cl A,N/A,Mutual Fund,NAS
TMAIX,Thrivent Moderate Allocation Fu,N/A,Mutual Fund,NAS
AVEGX,Ave Maria Growth Fund,N/A,Mutual Fund,NAS
GAFFX,The Growth Fund of America - Cl,N/A,Mutual Fund,NAS
JGACX,JPMorgan Growth Advantage Class,N/A,Mutual Fund,NAS
FTCOX,Franklin Templeton CoreFolio Al,N/A,Mutual Fund,NAS
VKMMX,Invesco Municipal Income Fd A,N/A,Mutual Fund,NAS
ACFSX,American Century Focused Dynami,N/A,Mutual Fund,NAS
RGBLX,American Funds Global Balanced,N/A,Mutual Fund,NAS
FFBFX,Emerald Banking and Finance Fd,N/A,Mutual Fund,NAS
AANTX,American Funds 2060 Target Date,N/A,Mutual Fund,NAS
JACRX,James Alpha Global Real Estate,N/A,Mutual Fund,NAS
LAGVX,Lord Abbett Investment Trust In,N/A,Mutual Fund,NAS
DWTTX,Arrow DWA Tactical Fund Class C,N/A,Mutual Fund,NAS
BRWIX,AMG Managers Brandywine Fund- C,N/A,Mutual Fund,NAS
LCLTX,ClearBridge Select Fund Class A,N/A,Mutual Fund,NAS
BFTIX,Baron Fifth Avenue Growth Fund,N/A,Mutual Fund,NAS
MYFRX,Pioneer Multi-Asset Ultrashort,N/A,Mutual Fund,NAS
SAGPX,"Principal Fds, Inc.Strategic As",N/A,Mutual Fund,NAS
AGRFX,The AB Portfolios - AB Growth F,N/A,Mutual Fund,NAS
IWGAX,Ivy Wilshire Global Allocation,N/A,Mutual Fund,NAS
WACIX,Western Asset Core Plus Bond Fu,N/A,Mutual Fund,NAS
GAVIX,KL Allocation Fund - Institutio,N/A,Mutual Fund,NAS
LENDX,Stone Ridge Alternative Lending,N/A,Mutual Fund,NAS
MFAPX,MSIF International Advantage Po,N/A,Mutual Fund,NAS
GABGX,GAMCO Growth Fund Class AAA,N/A,Mutual Fund,NAS
RLBCX,American Balanced Fund Class R-,N/A,Mutual Fund,NAS
FEPTX,Fidelity Advisor Total Bond Fun,N/A,Mutual Fund,NAS
EVUAX,WF Utility and Telecommunicatio,N/A,Mutual Fund,NAS
MDBAX,BlackRock Basic Value A,N/A,Mutual Fund,NAS
BAFWX,Brown Advisory Sustainable Grow,N/A,Mutual Fund,NAS
LHYFX,Lord Abbett High Yield Fd - Cl,N/A,Mutual Fund,NAS
AINTX,Ariel International Fund Invest,N/A,Mutual Fund,NAS
HIADX,Hartford Dividend and Growth HL,N/A,Mutual Fund,NAS
CIAOX,"Capital Advisors Growth Fd, a s",N/A,Mutual Fund,NAS
ARTTX,Artisan Thematic Fund - Investo,N/A,Mutual Fund,NAS
EIFAX,Eaton Vance Floating-Rate Advan,N/A,Mutual Fund,NAS
MSPTX,MSIF GLOBAL ADVANTAGE PORTFOLIO,N/A,Mutual Fund,NAS
ACAYX,Alger Capital Appreciation Inst,N/A,Mutual Fund,NAS
BACPX,BlackRock 20/80 Target Allocati,N/A,Mutual Fund,NAS
FZAHX,Fidelity Advisor Growth Opportu,N/A,Mutual Fund,NAS
AGEPX,American Beacon Frontier Market,N/A,Mutual Fund,NAS
AEMGX,Acadian Emerging Markets Portfo,N/A,Mutual Fund,NAS
WASAX,Ivy Asset Strategy Fund Class A,N/A,Mutual Fund,NAS
ADSIX,American Century Disciplined Gr,N/A,Mutual Fund,NAS
AEDMX,American Century Emerging Marke,N/A,Mutual Fund,NAS
TAAAX,Thrivent Aggressive Allocation,N/A,Mutual Fund,NAS
IOFAX,AlphaCentric Income Opportuniti,N/A,Mutual Fund,NAS
IBNAX,Ivy Balanced Fund Class A,N/A,Mutual Fund,NAS
HSAFX,Hussman Strategic Allocation Fu,N/A,Mutual Fund,NAS
LAHYX,Lord Abbett Investment Trust Hi,N/A,Mutual Fund,NAS
GLRBX,"James Advantage Funds, James Ba",N/A,Mutual Fund,NAS
SAPYX,ClearBridge Appreciation Fund C,N/A,Mutual Fund,NAS
AVPAX,American Beacon Small Cap Value,N/A,Mutual Fund,NAS
TEAFX,"American Fds, The Tax-Exempt Bo",N/A,Mutual Fund,NAS
LOLDX,Lord Abbett Short Duration Inco,N/A,Mutual Fund,NAS
BXMIX,Blackstone Alternative Multi-St,N/A,Mutual Fund,NAS
PAIDX,PIMCO Short Asset Investment Fu,N/A,Mutual Fund,NAS
ACITX,American Century Inflation Adju,N/A,Mutual Fund,NAS
ASVDX,American Century Small Cap Valu,N/A,Mutual Fund,NAS
WFIOX,Wells Fargo Index Fund Admin Cl,N/A,Mutual Fund,NAS
AICFX,American Funds Investment Co of,N/A,Mutual Fund,NAS
AZIPX,AllianzGI Structured Return Fun,N/A,Mutual Fund,NAS
XBSTX,BlackRock Science and Technolog,N/A,Mutual Fund,NAS
LDFVX,Lord Abbett Fundamental Equity,N/A,Mutual Fund,NAS
EVOCX,Altegris Futures Evolution Stra,N/A,Mutual Fund,NAS
FSIAX,Fidelity Advisor Strategic Inco,N/A,Mutual Fund,NAS
BTTRX,American Century Zero Coupon 20,N/A,Mutual Fund,NAS
SLAFX,DWS Latin America Equity Fund -,N/A,Mutual Fund,NAS
QUAYX,"AB Cap Fund, Inc. - AB Small Ca",N/A,Mutual Fund,NAS
NBIAX,Columbia Capital Allocation Mod,N/A,Mutual Fund,NAS
AFNIX,AAM/Bahl & Gaynor Income Growth,N/A,Mutual Fund,NAS
FDESX,Fidelity Advisor Diversified St,N/A,Mutual Fund,NAS
FEMEX,Fidelity Advisor Emerging Europ,N/A,Mutual Fund,NAS
FSSAX,Franklin Small Cap Growth Fd A,N/A,Mutual Fund,NAS
ASMZX,Alger Weatherbie Specialized Gr,N/A,Mutual Fund,NAS
AFLIX,Anfield Universal Fixed Income,N/A,Mutual Fund,NAS
PTLAX,PIMCO Fds Low Duration Fd Cl A,N/A,Mutual Fund,NAS
ISMDX,Voya Strategic Allocation Moder,N/A,Mutual Fund,NAS
OAYIX,Oakmark International Fund Advi,N/A,Mutual Fund,NAS
ANAGX,"AB Global Bond Fund, Inc. - Cla",N/A,Mutual Fund,NAS
QFFOX,Pear Tree Axiom Emerging Market,N/A,Mutual Fund,NAS
TRAMX,T.Rowe Price Africa & Middle Ea,N/A,Mutual Fund,NAS
FACDX,Fidelity Advisor Series VII: Fi,N/A,Mutual Fund,NAS
AZNIX,AllianzGI Income and Growth Fun,N/A,Mutual Fund,NAS
FAARX,Nuveen Flagship All-American Mu,N/A,Mutual Fund,NAS
EVUDX,WF Utility and Telecommunicatio,N/A,Mutual Fund,NAS
ONIAX,JPMorgan Core Plus Bond A,N/A,Mutual Fund,NAS
RBOTX,American Funds 2065 Target Date,N/A,Mutual Fund,NAS
HSSIX,Emerald Banking and Finance Fd,N/A,Mutual Fund,NAS
PIYFX,Invesco Multi Asset Income Fund,N/A,Mutual Fund,NAS
LHYCX,Lord Abbett High Yield Fd Cl C,N/A,Mutual Fund,NAS
CLBAX,"American Balanced Fund, Class 5",N/A,Mutual Fund,NAS
RDHTX,American Fds 2045 Target Date R,N/A,Mutual Fund,NAS
NAINX,Virtus Tactical AllocationFund,N/A,Mutual Fund,NAS
FOCAX,AIG Focused Multi-Cap Growth Fu,N/A,Mutual Fund,NAS
GBLFX,American Funds Global Balanced,N/A,Mutual Fund,NAS
PHYIX,Putnam High Yield Fund Class A,N/A,Mutual Fund,NAS
BARIX,Baron Asset Fund Inst Shs,N/A,Mutual Fund,NAS
ACARX,Alger Capital Appreciation Inst,N/A,Mutual Fund,NAS
LGVAX,ClearBridge Value Trust Cl A,N/A,Mutual Fund,NAS
RFUTX,American Funds 2060 Target Date,N/A,Mutual Fund,NAS
VMEIX,Securian AM Managed Volatility,N/A,Mutual Fund,NAS
FEIRX,Fidelity Advisor Equity Income,N/A,Mutual Fund,NAS
PABAX,Putnam Dynamic Asset Allocation,N/A,Mutual Fund,NAS
JSALX,JPMorgan Systematic Alpha Fund-,N/A,Mutual Fund,NAS
SACAX,"Principal Fds, Inc. Strategic A",N/A,Mutual Fund,NAS
LSWWX,Loomis Sayles Global Allocation,N/A,Mutual Fund,NAS
MMAIX,MFS Moderate Allocation Fund -,N/A,Mutual Fund,NAS
ABRSX,ABR DynamicShort Volatility Fun,N/A,Mutual Fund,NAS
FMMAX,FA 529 MONEY MARKET PORT-CL A,N/A,Mutual Fund,NAS
FSTAX,Fidelity Advisor Series II Fide,N/A,Mutual Fund,NAS
RIGGX,International Growth and Income,N/A,Mutual Fund,NAS
FAAFX,The Fairholme Allocation Fund,N/A,Mutual Fund,NAS
BMCAX,BlackRock Advantage Large Cap G,N/A,Mutual Fund,NAS
VASFX,Vanguard Alternative Strategies,N/A,Mutual Fund,NAS
FNRCX,Fidelity Advisor Energy Class C,N/A,Mutual Fund,NAS
PMZIX,PIMCO Mortgage Opportunities an,N/A,Mutual Fund,NAS
THMAX,Thrivent Moderate Allocation Fu,N/A,Mutual Fund,NAS
AEGFX,American Funds EuroPacific Grow,N/A,Mutual Fund,NAS
FBKWX,Fidelity Advisor Total Bond Fun,N/A,Mutual Fund,NAS
RDDTX,American Fds 2025 Target Date R,N/A,Mutual Fund,NAS
CABNX,"AB Global Risk Allocation Fund,",N/A,Mutual Fund,NAS
ECFAX,Eaton Vance Floating-Rate Advan,N/A,Mutual Fund,NAS
BLPEX,American Funds Moderate Growth,N/A,Mutual Fund,NAS
UBPIX,UltraLatin America ProFund - In,N/A,Mutual Fund,NAS
FGIRX,Fidelity Advisor Series I: Fide,N/A,Mutual Fund,NAS
UPAAX,Upright Assets Allocation Plus,N/A,Mutual Fund,NAS
VMRAX,Vanguard Morgan Growth Fund Adm,N/A,Mutual Fund,NAS
IHGIX,Hartford Dividend and Growth Fu,N/A,Mutual Fund,NAS
PGEOX,George Putnam Balanced Class A,N/A,Mutual Fund,NAS
LTRAX,Lord Abbett Total Return Fund C,N/A,Mutual Fund,NAS
AADTX,American Fds 2025 Target Date R,N/A,Mutual Fund,NAS
JVASX,JPMorgan Value Advantage Fund I,N/A,Mutual Fund,NAS
FRGOX,Franklin Gold and Precious Meta,N/A,Mutual Fund,NAS
ISTEX,Ivy Science and Technology Fund,N/A,Mutual Fund,NAS
FADAX,Fidelity Advisor Series I Fidel,N/A,Mutual Fund,NAS
QCBMIX,CREF Bond Market Account - R3,N/A,Mutual Fund,NAS
TWUSX,American Century Short-Term Gov,N/A,Mutual Fund,NAS
KHYAX,DWS High Income Fund - Class A,N/A,Mutual Fund,NAS
RRCTX,American Funds 2020 Target Date,N/A,Mutual Fund,NAS
ALSAX,Alger Small Cap Growth Fund Cla,N/A,Mutual Fund,NAS
FNICX,Fidelity Advisor New Insights C,N/A,Mutual Fund,NAS
APHIX,Artisan International Fd Insti,N/A,Mutual Fund,NAS
XCWPX,ACAP Strategic Fund Class W Sha,N/A,Mutual Fund,NAS
FGMCX,FS Global Macro Fund-Class A,N/A,Mutual Fund,NAS
RIDAX,"The Income Fund of America, Cla",N/A,Mutual Fund,NAS
CAAPX,Ariel Appreciation Fund Investo,N/A,Mutual Fund,NAS
ARTJX,Artisan International Small-Mid,N/A,Mutual Fund,NAS
FOPAX,Fidelity Advisor International,N/A,Mutual Fund,NAS
QUAZX,"AB Cap Fund, Inc. - AB Small Ca",N/A,Mutual Fund,NAS
FSCDX,"Fidelity Advisor Series I, Fide",N/A,Mutual Fund,NAS
NWQAX,Nuveen NWQ Flexible Income Cl A,N/A,Mutual Fund,NAS
LACFX,Lord Abbett Convertible Fund Cl,N/A,Mutual Fund,NAS
BLPAX,American Funds Moderate Growth,N/A,Mutual Fund,NAS
AMFCX,"American Mutual Fund, Class C S",N/A,Mutual Fund,NAS
AABTX,American Fds 2015 Target Date R,N/A,Mutual Fund,NAS
FSRIX,Fidelity Advisor Strategic Inco,N/A,Mutual Fund,NAS
AFIRCORC.MX,FONDOS DE INVERSION AFIRME SA D,N/A,Mutual Fund,MEX
PAUCX,PIMCO All Asset All Authority C,N/A,Mutual Fund,NAS
ALAFX,Alger Focus Equity Fund Class A,N/A,Mutual Fund,NAS
GBLMX,Astor Macro Alternative Fund Cl,N/A,Mutual Fund,NAS
BRAGX,Bridgeway Fund Aggressive Inves,N/A,Mutual Fund,NAS
IGFFX,International Growth and Income,N/A,Mutual Fund,NAS
BDSAX,BlackRock Advantage Small Cap C,N/A,Mutual Fund,NAS
AGDCX,"AB High Income Fund, Inc. - Cla",N/A,Mutual Fund,NAS
JDNAX,Janus Henderson Growth and Inco,N/A,Mutual Fund,NAS
AIEAX,American Beacon International E,N/A,Mutual Fund,NAS
AHIFX,"American High-Income Tr, Class",N/A,Mutual Fund,NAS
QCSCIX,CREF Social Choice Account - R3,N/A,Mutual Fund,NAS
WFAIX,Wells Fargo Index Asset Allocat,N/A,Mutual Fund,NAS
AAGOX,Alger Portfolios - Alger Growth,N/A,Mutual Fund,NAS
ACVIX,American Century Small Cap Valu,N/A,Mutual Fund,NAS
ABUAX,Columbia Capital Allocation Mod,N/A,Mutual Fund,NAS
MAWNX,MainStay Epoch U.S. All Cap Fd,N/A,Mutual Fund,NAS
PNAIX,T. Rowe Price New America Growt,N/A,Mutual Fund,NAS
PAEAX,Putnam Asset Dynamic Allocation,N/A,Mutual Fund,NAS
IQDAX,Infinity Q Diversified Alpha Fu,N/A,Mutual Fund,NAS
SSFCX,State Street Aggregate Bond Ind,N/A,Mutual Fund,NAS
AULDX,American Century Ultra Fund R6,N/A,Mutual Fund,NAS
AFMBX,American Balanced Fund - Class,N/A,Mutual Fund,NAS
TASCX,Third Avenue Small-Cap Value Fu,N/A,Mutual Fund,NAS
AIVBX,American Funds International Va,N/A,Mutual Fund,NAS
FAHCX,Fidelity Advisor High Income Ad,N/A,Mutual Fund,NAS
GPANX,Grant Park Multi Alternative St,N/A,Mutual Fund,NAS
FRIRX,Fidelity Advisor Real Estate In,N/A,Mutual Fund,NAS
MBFAX,WF Core Bond Fd A,N/A,Mutual Fund,NAS
LTXFX,American Funds Ltd Term Tax-Ex,N/A,Mutual Fund,NAS
ACAZX,"The Alger Fds, Alger Capital Ap",N/A,Mutual Fund,NAS
AMPCX,"AMCAP Fund, Class C Shares",N/A,Mutual Fund,NAS
FVSAX,Strategic Advisers Value Fund,N/A,Mutual Fund,NAS
TYWSX,AMG GW&K Emerging Wealth Equity,N/A,Mutual Fund,NAS
ASIAX,Invesco Asian Pacific Growth Fu,N/A,Mutual Fund,NAS
MWATX,Metropolitan West Alpha Trak 50,N/A,Mutual Fund,NAS
PACAX,Putnam Dynamic Asset Allocation,N/A,Mutual Fund,NAS
LEXNX,Voya GNMA Income Fund Class A,N/A,Mutual Fund,NAS
RERCX,American Funds - EuroPacific Gr,N/A,Mutual Fund,NAS
LFRFX,"Lord Abbett Inv Tr, Lord Abbett",N/A,Mutual Fund,NAS
QCGRPX,CREF Growth Account - R2,N/A,Mutual Fund,NAS
CADUX,CION Ares Diversified Credit Fu,N/A,Mutual Fund,NAS
VARAX,Vivaldi Merger Arbitrage Fund -,N/A,Mutual Fund,NAS
FSCFX,Strategic Advisers Small-Mid Ca,N/A,Mutual Fund,NAS
JNSGX,Janus Henderson Global Allocati,N/A,Mutual Fund,NAS
BAMPX,BlackRock 40/60 Target Allocati,N/A,Mutual Fund,NAS
FTTHX,Fidelity Advisor Freedom 2035 F,N/A,Mutual Fund,NAS
FACTX,Fidelity Advisor Health Care Fu,N/A,Mutual Fund,NAS
BAAPX,BlackRock 80/20 Target Allocati,N/A,Mutual Fund,NAS
PSPAX,PIMCO Fds Stockplus Cl A,N/A,Mutual Fund,NAS
ASCZX,Alger Small Cap Growth Fund Cla,N/A,Mutual Fund,NAS
IGIFX,International Growth and Income,N/A,Mutual Fund,NAS
SWHCX,"Principal Fds, Inc. Strategic A",N/A,Mutual Fund,NAS
FALAX,Fidelity Advisor Series I Fidel,N/A,Mutual Fund,NAS
TSMCX,Touchstone Dynamic Global Alloc,N/A,Mutual Fund,NAS
MSFYX,Destra Multi-Alternative Fund C,N/A,Mutual Fund,NAS
JGASX,JPMorgan Growth Advantage Fund,N/A,Mutual Fund,NAS
QCGLIX,CREF Global Equities Account -,N/A,Mutual Fund,NAS
PMLAX,PIMCO Municipal Bond Cl A,N/A,Mutual Fund,NAS
BIASX,Brown Advisory Small-Cap Growth,N/A,Mutual Fund,NAS
XASGX,Liberty All Star Growth Fund,N/A,Mutual Fund,NAS
TWSAX,American Century Strategic Allo,N/A,Mutual Fund,NAS
FUSIX,Strategic Advisers Fidelity Int,N/A,Mutual Fund,NAS
WMGAX,Ivy Mid Cap Growth Fund Class A,N/A,Mutual Fund,NAS
FTUAX,Fidelity Advisor Telecommunicat,N/A,Mutual Fund,NAS
FJSIX,Nuveen High Income Bond Cl A,N/A,Mutual Fund,NAS
FILFX,Strategic Advisers Internationa,N/A,Mutual Fund,NAS
QMNIX,AQR Equity Market Neutral Fund,N/A,Mutual Fund,NAS
FELIX,Fidelity Advisor Semiconductors,N/A,Mutual Fund,NAS
SCWCX,American Funds SMALLCAP World C,N/A,Mutual Fund,NAS
FSCTX,Fidelity Advisor Small Cap Fund,N/A,Mutual Fund,NAS
ADFIX,American Century Diversified Bo,N/A,Mutual Fund,NAS
MAEQX,"Mutual America Insti Fds, Inc.",N/A,Mutual Fund,NAS
BIAFX,Brown Advisory Flexible Equity,N/A,Mutual Fund,NAS
ALMAX,Alger Weatherbie Specialized Gr,N/A,Mutual Fund,NAS
ESIGX,Ashmore Emerging Markets Equity,N/A,Mutual Fund,NAS
ALLIX,"AB Large Cap Growth Fund, Inc.",N/A,Mutual Fund,NAS
AOCIX,American Century One Choice Por,N/A,Mutual Fund,NAS
GPSTX,GuidePath Growth Allocation Fun,N/A,Mutual Fund,NAS
LGOAX,Miller Opportunity Trust - CL A,N/A,Mutual Fund,NAS
CWGCX,American Funds Capital World Gr,N/A,Mutual Fund,NAS
BDLAX,Lord Abbett Bond Debenture Fund,N/A,Mutual Fund,NAS
FAIOX,Fidelity Advisor Balanced Fund:,N/A,Mutual Fund,NAS
FFRIX,Fidelity Advisor Floating Rate,N/A,Mutual Fund,NAS
GVTFX,The American Fds Incm Srs U.S.,N/A,Mutual Fund,NAS
TRAOX,T. Rowe Price Asia Opportunitie,N/A,Mutual Fund,NAS
LGLIX,Lord Abbett Growth Leaders Fd C,N/A,Mutual Fund,NAS
AQEIX,LKCM Aquinas Catholic Equity Fu,N/A,Mutual Fund,NAS
BMOAX,iShares U.S. Aggregate Bond Ind,N/A,Mutual Fund,NAS
AAFTX,American Fds 2035 Target Date R,N/A,Mutual Fund,NAS
ARSQX,Aristotle Value Equity Fund - C,N/A,Mutual Fund,NAS
PIXAX,PIMCO RAE PLUS Fund Class A,N/A,Mutual Fund,NAS
KGGAX,Kopernik Global All-Cap Fund- C,N/A,Mutual Fund,NAS
FCAGX,Fidelity Advisor Small Cap Grow,N/A,Mutual Fund,NAS
DVACX,Delaware Tax-Free Arizona Fund,N/A,Mutual Fund,NAS
ABHIX,American Century High-Yield Bon,N/A,Mutual Fund,NAS
BRLVX,American Beacon Bridgeway Large,N/A,Mutual Fund,NAS
HDPMX,Hodges Fund a series of Profess,N/A,Mutual Fund,NAS
MDNLX,BlackRock National Muni A,N/A,Mutual Fund,NAS
OGGAX,JPMorgan Government Bond Fund A,N/A,Mutual Fund,NAS
ABRYX,Invesco Balanced-Risk Allocatio,N/A,Mutual Fund,NAS
HWDAX,The Hartford World Bond Fd Cl A,N/A,Mutual Fund,NAS
LTRKX,Lord Abbett Total Return Fund C,N/A,Mutual Fund,NAS
QCGRRX,CREF Growth Account - R1,N/A,Mutual Fund,NAS
ARBNX,The Arbitrage Fund Class I,N/A,Mutual Fund,NAS
EAAFX,WF Asset Allocation Fund Class,N/A,Mutual Fund,NAS
PMAIX,Pioneer Multi-Asset Income Fd C,N/A,Mutual Fund,NAS
PMYAX,Putnam Multi-Cap Core Fd A Shs,N/A,Mutual Fund,NAS
AAETX,American Fds 2030 Target Date R,N/A,Mutual Fund,NAS
FIKAX,Fidelity Advisor Energy Fund: C,N/A,Mutual Fund,NAS
ARAIX,Ariel Fund Instl Cl,N/A,Mutual Fund,NAS
